번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,상세영업상태변경일자,소재지전체주소,도로명전체주소,사업장명,업태구분명,객실수
1055,농어촌민박업,03_11_00_P,6500000,SAMPLE-01055,20211016,1,영업/정상,01,영업/정상,,20211016,제주특별자치도 서귀포시 대정읍 52,제주특별자치도 서귀포시 표본로 108,[샘플]대정읍숙소1055,,6
1056,농어촌민박업,03_11_00_P,6500000,SAMPLE-01056,20140811,1,영업/정상,01,영업/정상,,20140811,제주특별자치도 제주시 삼양동 1435,제주특별자치도 제주시 표본로 189,[샘플]삼양동숙소1056,,8
1057,숙박업,03_11_00_P,6500000,SAMPLE-01057,20220404,1,영업/정상,01,영업/정상,,20220404,제주특별자치도 제주시 한경면 111,제주특별자치도 제주시 표본로 151,[샘플]한경면숙소1057,,6
1058,농어촌민박업,03_11_00_P,6500000,SAMPLE-01058,20180322,3,폐업,01,폐업,20231220,20231220,제주특별자치도 제주시 애월읍 85,제주특별자치도 제주시 표본로 264,[샘플]애월읍숙소1058,,4
1059,농어촌민박업,03_11_00_P,6500000,SAMPLE-01059,20250904,1,영업/정상,01,영업/정상,,20250904,제주특별자치도 제주시 노형동 167,제주특별자치도 제주시 표본로 153,[샘플]노형동숙소1059,,8
1060,농어촌민박업,03_11_00_P,6500000,SAMPLE-01060,20260724,1,영업/정상,01,영업/정상,,20260724,제주특별자치도 제주시 연동 966,제주특별자치도 제주시 표본로 37,[샘플]연동숙소1060,,9
1061,관광숙박업,03_11_00_P,6500000,SAMPLE-01061,20260515,1,영업/정상,01,영업/정상,,20260515,제주특별자치도 제주시 애월읍 1577,제주특별자치도 제주시 표본로 278,[샘플]애월읍숙소1061,,8
1062,농어촌민박업,03_11_00_P,6500000,SAMPLE-01062,20241020,1,영업/정상,01,영업/정상,,20241020,제주특별자치도 제주시 일도이동 738,제주특별자치도 제주시 표본로 52,[샘플]일도이동숙소1062,,9
1063,농어촌민박업,03_11_00_P,6500000,SAMPLE-01063,20210221,3,폐업,01,폐업,20240910,20240910,제주특별자치도 제주시 연동 671,제주특별자치도 제주시 표본로 294,[샘플]연동숙소1063,,8
1064,농어촌민박업,03_11_00_P,6500000,SAMPLE-01064,20160123,1,영업/정상,01,영업/정상,,20160123,제주특별자치도 서귀포시 서홍동 319,제주특별자치도 서귀포시 표본로 281,[샘플]서홍동숙소1064,,7
1065,농어촌민박업,03_11_00_P,6500000,SAMPLE-01065,20230714,1,영업/정상,01,영업/정상,,20230714,제주특별자치도 서귀포시 남원읍 103,제주특별자치도 서귀포시 표본로 87,[샘플]남원읍숙소1065,,6
1066,숙박업,03_11_00_P,6500000,SAMPLE-01066,20251013,1,영업/정상,01,영업/정상,,20251013,제주특별자치도 서귀포시 동홍동 880,제주특별자치도 서귀포시 표본로 217,[샘플]동홍동숙소1066,,11
1067,숙박업,03_11_00_P,6500000,SAMPLE-01067,20250826,1,영업/정상,01,영업/정상,,20250826,제주특별자치도 서귀포시 남원읍 1218,제주특별자치도 서귀포시 표본로 263,[샘플]남원읍숙소1067,,7
1068,농어촌민박업,03_11_00_P,6500000,SAMPLE-01068,20260509,1,영업/정상,01,영업/정상,,20260509,제주특별자치도 서귀포시 서홍동 687,제주특별자치도 서귀포시 표본로 292,[샘플]서홍동숙소1068,,3
1069,농어촌민박업,03_11_00_P,6500000,SAMPLE-01069,20151124,3,폐업,01,폐업,20240528,20240528,제주특별자치도 제주시 노형동 1910,제주특별자치도 제주시 표본로 134,[샘플]노형동숙소1069,,12
1070,농어촌민박업,03_11_00_P,6500000,SAMPLE-01070,20240322,1,영업/정상,01,영업/정상,,20240322,제주특별자치도 제주시 한림읍 632,제주특별자치도 제주시 표본로 173,[샘플]한림읍숙소1070,,8
1071,관광숙박업,03_11_00_P,6500000,SAMPLE-01071,20170311,1,영업/정상,01,영업/정상,,20170311,제주특별자치도 서귀포시 남원읍 819,제주특별자치도 서귀포시 표본로 37,[샘플]남원읍숙소1071,,9
1072,농어촌민박업,03_11_00_P,6500000,SAMPLE-01072,20130817,1,영업/정상,01,영업/정상,,20130817,제주특별자치도 서귀포시 중문동 1344,제주특별자치도 서귀포시 표본로 149,[샘플]중문동숙소1072,,9
1073,농어촌민박업,03_11_00_P,6500000,SAMPLE-01073,20230117,3,폐업,01,폐업,20250707,20250707,제주특별자치도 서귀포시 대정읍 1530,제주특별자치도 서귀포시 표본로 164,[샘플]대정읍숙소1073,,4
1074,농어촌민박업,03_11_00_P,6500000,SAMPLE-01074,20250618,1,영업/정상,01,영업/정상,,20250618,제주특별자치도 제주시 한림읍 1094,제주특별자치도 제주시 표본로 109,[샘플]한림읍숙소1074,,11
1075,농어촌민박업,03_11_00_P,6500000,SAMPLE-01075,20210327,1,영업/정상,01,영업/정상,,20210327,제주특별자치도 제주시 구좌읍 36,제주특별자치도 제주시 표본로 43,[샘플]구좌읍숙소1075,,7
1076,숙박업,03_11_00_P,6500000,SAMPLE-01076,20190909,1,영업/정상,01,영업/정상,,20190909,제주특별자치도 서귀포시 성산읍 1258,제주특별자치도 서귀포시 표본로 45,[샘플]성산읍숙소1076,,8
1077,농어촌민박업,03_11_00_P,6500000,SAMPLE-01077,20180405,1,영업/정상,01,영업/정상,,20180405,제주특별자치도 서귀포시 중문동 1639,제주특별자치도 서귀포시 표본로 271,[샘플]중문동숙소1077,,12
1078,관광숙박업,03_11_00_P,6500000,SAMPLE-01078,20120305,1,영업/정상,01,영업/정상,,20120305,제주특별자치도 서귀포시 표선면 264,제주특별자치도 서귀포시 표본로 137,[샘플]표선면숙소1078,,9
1079,농어촌민박업,03_11_00_P,6500000,SAMPLE-01079,20121009,1,영업/정상,01,영업/정상,,20121009,제주특별자치도 서귀포시 동홍동 74,제주특별자치도 서귀포시 표본로 122,[샘플]동홍동숙소1079,,2
1080,농어촌민박업,03_11_00_P,6500000,SAMPLE-01080,20260521,1,영업/정상,01,영업/정상,,20260521,제주특별자치도 서귀포시 중문동 634,제주특별자치도 서귀포시 표본로 102,[샘플]중문동숙소1080,,6
1081,관광숙박업,03_11_00_P,6500000,SAMPLE-01081,20200430,1,영업/정상,01,영업/정상,,20200430,제주특별자치도 제주시 구좌읍 1919,제주특별자치도 제주시 표본로 10,[샘플]구좌읍숙소1081,,10
1082,숙박업,03_11_00_P,6500000,SAMPLE-01082,20190726,1,영업/정상,01,영업/정상,,20190726,제주특별자치도 서귀포시 남원읍 836,제주특별자치도 서귀포시 표본로 297,[샘플]남원읍숙소1082,,5
1083,농어촌민박업,03_11_00_P,6500000,SAMPLE-01083,20250305,1,영업/정상,01,영업/정상,,20250305,제주특별자치도 서귀포시 성산읍 547,제주특별자치도 서귀포시 표본로 208,[샘플]성산읍숙소1083,,11
1084,관광숙박업,03_11_00_P,6500000,SAMPLE-01084,20190502,1,영업/정상,01,영업/정상,,20190502,제주특별자치도 제주시 이도이동 1507,제주특별자치도 제주시 표본로 91,[샘플]이도이동숙소1084,,8
1085,숙박업,03_11_00_P,6500000,SAMPLE-01085,20140612,3,폐업,01,폐업,20160814,20160814,제주특별자치도 서귀포시 중문동 668,제주특별자치도 서귀포시 표본로 73,[샘플]중문동숙소1085,,6
1086,농어촌민박업,03_11_00_P,6500000,SAMPLE-01086,20221018,3,폐업,01,폐업,20230715,20230715,제주특별자치도 제주시 한경면 476,제주특별자치도 제주시 표본로 248,[샘플]한경면숙소1086,,4
1087,숙박업,03_11_00_P,6500000,SAMPLE-01087,20260331,1,영업/정상,01,영업/정상,,20260331,제주특별자치도 제주시 한경면 955,제주특별자치도 제주시 표본로 298,[샘플]한경면숙소1087,,12
1088,농어촌민박업,03_11_00_P,6500000,SAMPLE-01088,20250805,1,영업/정상,01,영업/정상,,20250805,제주특별자치도 제주시 애월읍 1852,제주특별자치도 제주시 표본로 212,[샘플]애월읍숙소1088,,3
1089,숙박업,03_11_00_P,6500000,SAMPLE-01089,20250301,1,영업/정상,01,영업/정상,,20250301,제주특별자치도 제주시 조천읍 752,제주특별자치도 제주시 표본로 100,[샘플]조천읍숙소1089,,6
1090,농어촌민박업,03_11_00_P,6500000,SAMPLE-01090,20131207,1,영업/정상,01,영업/정상,,20131207,제주특별자치도 제주시 노형동 1276,제주특별자치도 제주시 표본로 200,[샘플]노형동숙소1090,,2
1091,농어촌민박업,03_11_00_P,6500000,SAMPLE-01091,20250606,1,영업/정상,01,영업/정상,,20250606,제주특별자치도 제주시 애월읍 183,제주특별자치도 제주시 표본로 75,[샘플]애월읍숙소1091,,11
1092,관광숙박업,03_11_00_P,6500000,SAMPLE-01092,20140406,3,폐업,01,폐업,20250516,20250516,제주특별자치도 서귀포시 대정읍 1078,제주특별자치도 서귀포시 표본로 125,[샘플]대정읍숙소1092,,6
1093,숙박업,03_11_00_P,6500000,SAMPLE-01093,20231019,1,영업/정상,01,영업/정상,,20231019,제주특별자치도 서귀포시 대정읍 609,제주특별자치도 서귀포시 표본로 85,[샘플]대정읍숙소1093,,3
1094,숙박업,03_11_00_P,6500000,SAMPLE-01094,20160214,3,폐업,01,폐업,20250201,20250201,제주특별자치도 서귀포시 성산읍 1996,제주특별자치도 서귀포시 표본로 15,[샘플]성산읍숙소1094,,10
1095,숙박업,03_11_00_P,6500000,SAMPLE-01095,20170601,1,영업/정상,01,영업/정상,,20170601,제주특별자치도 제주시 노형동 1495,제주특별자치도 제주시 표본로 176,[샘플]노형동숙소1095,,2
1096,농어촌민박업,03_11_00_P,6500000,SAMPLE-01096,20210111,3,폐업,01,폐업,20230306,20230306,제주특별자치도 제주시 노형동 619,제주특별자치도 제주시 표본로 266,[샘플]노형동숙소1096,,12
1097,농어촌민박업,03_11_00_P,6500000,SAMPLE-01097,20250123,1,영업/정상,01,영업/정상,,20250123,제주특별자치도 제주시 조천읍 75,제주특별자치도 제주시 표본로 167,[샘플]조천읍숙소1097,,10
1098,농어촌민박업,03_11_00_P,6500000,SAMPLE-01098,20220421,1,영업/정상,01,영업/정상,,20220421,제주특별자치도 서귀포시 대정읍 555,제주특별자치도 서귀포시 표본로 246,[샘플]대정읍숙소1098,,6
1099,숙박업,03_11_00_P,6500000,SAMPLE-01099,20250920,1,영업/정상,01,영업/정상,,20250920,제주특별자치도 서귀포시 남원읍 168,제주특별자치도 서귀포시 표본로 115,[샘플]남원읍숙소1099,,4
1100,농어촌민박업,03_11_00_P,6500000,SAMPLE-01100,20111009,3,폐업,01,폐업,20220709,20220709,제주특별자치도 서귀포시 대륜동 836,제주특별자치도 서귀포시 표본로 220,[샘플]대륜동숙소1100,,5
1101,농어촌민박업,03_11_00_P,6500000,SAMPLE-01101,20220222,1,영업/정상,01,영업/정상,,20220222,제주특별자치도 서귀포시 안덕면 1639,제주특별자치도 서귀포시 표본로 152,[샘플]안덕면숙소1101,,10
1102,농어촌민박업,03_11_00_P,6500000,SAMPLE-01102,20210901,1,영업/정상,01,영업/정상,,20210901,제주특별자치도 제주시 한경면 1547,제주특별자치도 제주시 표본로 153,[샘플]한경면숙소1102,,10
1103,농어촌민박업,03_11_00_P,6500000,SAMPLE-01103,20240126,1,영업/정상,01,영업/정상,,20240126,제주특별자치도 제주시 일도이동 1065,제주특별자치도 제주시 표본로 16,[샘플]일도이동숙소1103,,5
1104,숙박업,03_11_00_P,6500000,SAMPLE-01104,20140612,3,폐업,01,폐업,20230917,20230917,제주특별자치도 제주시 이도이동 1819,제주특별자치도 제주시 표본로 126,[샘플]이도이동숙소1104,,9
1105,농어촌민박업,03_11_00_P,6500000,SAMPLE-01105,20210118,1,영업/정상,01,영업/정상,,20210118,제주특별자치도 서귀포시 서홍동 1203,제주특별자치도 서귀포시 표본로 186,[샘플]서홍동숙소1105,,4
1106,농어촌민박업,03_11_00_P,6500000,SAMPLE-01106,20190428,3,폐업,01,폐업,20230809,20230809,제주특별자치도 서귀포시 서홍동 1295,제주특별자치도 서귀포시 표본로 25,[샘플]서홍동숙소1106,,9
1107,숙박업,03_11_00_P,6500000,SAMPLE-01107,20190119,3,폐업,01,폐업,20250612,20250612,제주특별자치도 제주시 이도이동 620,제주특별자치도 제주시 표본로 45,[샘플]이도이동숙소1107,,4
1108,관광숙박업,03_11_00_P,6500000,SAMPLE-01108,20250818,1,영업/정상,01,영업/정상,,20250818,제주특별자치도 서귀포시 중문동 1319,제주특별자치도 서귀포시 표본로 292,[샘플]중문동숙소1108,,4
1109,숙박업,03_11_00_P,6500000,SAMPLE-01109,20210721,3,폐업,01,폐업,20260105,20260105,제주특별자치도 서귀포시 안덕면 1851,제주특별자치도 서귀포시 표본로 193,[샘플]안덕면숙소1109,,5
1110,숙박업,03_11_00_P,6500000,SAMPLE-01110,20210201,3,폐업,01,폐업,20220723,20220723,제주특별자치도 제주시 구좌읍 1967,제주특별자치도 제주시 표본로 198,[샘플]구좌읍숙소1110,,9
1111,농어촌민박업,03_11_00_P,6500000,SAMPLE-01111,20260513,3,영업/정상,01,휴업,,20260513,제주특별자치도 제주시 애월읍 1472,제주특별자치도 제주시 표본로 220,[샘플]애월읍숙소1111,,1
1112,농어촌민박업,03_11_00_P,6500000,SAMPLE-01112,20260703,1,영업/정상,01,영업/정상,,20260703,제주특별자치도 제주시 이도이동 776,제주특별자치도 제주시 표본로 265,[샘플]이도이동숙소1112,,5
1113,농어촌민박업,03_11_00_P,6500000,SAMPLE-01113,20130913,3,폐업,01,폐업,20200729,20200729,제주특별자치도 제주시 삼양동 1697,제주특별자치도 제주시 표본로 194,[샘플]삼양동숙소1113,,12
1114,관광숙박업,03_11_00_P,6500000,SAMPLE-01114,20221007,1,영업/정상,01,영업/정상,,20221007,제주특별자치도 제주시 노형동 851,제주특별자치도 제주시 표본로 65,[샘플]노형동숙소1114,,1
1115,농어촌민박업,03_11_00_P,6500000,SAMPLE-01115,20230802,1,영업/정상,01,영업/정상,,20230802,제주특별자치도 제주시 노형동 1527,제주특별자치도 제주시 표본로 87,[샘플]노형동숙소1115,,1
1116,숙박업,03_11_00_P,6500000,SAMPLE-01116,20220817,1,영업/정상,01,영업/정상,,20220817,제주특별자치도 서귀포시 대륜동 46,제주특별자치도 서귀포시 표본로 283,[샘플]대륜동숙소1116,,4
1117,관광숙박업,03_11_00_P,6500000,SAMPLE-01117,20260516,1,영업/정상,01,영업/정상,,20260516,제주특별자치도 서귀포시 서홍동 191,제주특별자치도 서귀포시 표본로 3,[샘플]서홍동숙소1117,,11
1118,농어촌민박업,03_11_00_P,6500000,SAMPLE-01118,20220901,1,영업/정상,01,영업/정상,,20220901,제주특별자치도 제주시 연동 190,제주특별자치도 제주시 표본로 112,[샘플]연동숙소1118,,8
1119,농어촌민박업,03_11_00_P,6500000,SAMPLE-01119,20170629,3,폐업,01,폐업,20240621,20240621,제주특별자치도 서귀포시 성산읍 524,제주특별자치도 서귀포시 표본로 192,[샘플]성산읍숙소1119,,5
1120,농어촌민박업,03_11_00_P,6500000,SAMPLE-01120,20161102,1,영업/정상,01,영업/정상,,20161102,제주특별자치도 서귀포시 성산읍 912,제주특별자치도 서귀포시 표본로 95,[샘플]성산읍숙소1120,,4
1121,숙박업,03_11_00_P,6500000,SAMPLE-01121,20131001,1,영업/정상,01,영업/정상,,20131001,제주특별자치도 서귀포시 성산읍 407,제주특별자치도 서귀포시 표본로 227,[샘플]성산읍숙소1121,,4
1122,숙박업,03_11_00_P,6500000,SAMPLE-01122,20141225,1,영업/정상,01,영업/정상,,20141225,제주특별자치도 제주시 애월읍 1904,제주특별자치도 제주시 표본로 188,[샘플]애월읍숙소1122,,10
1123,농어촌민박업,03_11_00_P,6500000,SAMPLE-01123,20220617,3,폐업,01,폐업,20240805,20240805,제주특별자치도 서귀포시 안덕면 1953,제주특별자치도 서귀포시 표본로 148,[샘플]안덕면숙소1123,,6
1124,숙박업,03_11_00_P,6500000,SAMPLE-01124,20180714,1,영업/정상,01,영업/정상,,20180714,제주특별자치도 서귀포시 동홍동 1724,제주특별자치도 서귀포시 표본로 179,[샘플]동홍동숙소1124,,8
1125,숙박업,03_11_00_P,6500000,SAMPLE-01125,20221118,1,영업/정상,01,영업/정상,,20221118,제주특별자치도 제주시 한림읍 1621,제주특별자치도 제주시 표본로 206,[샘플]한림읍숙소1125,,11
1126,농어촌민박업,03_11_00_P,6500000,SAMPLE-01126,20251127,1,영업/정상,01,영업/정상,,20251127,제주특별자치도 제주시 애월읍 193,제주특별자치도 제주시 표본로 268,[샘플]애월읍숙소1126,,2
1127,농어촌민박업,03_11_00_P,6500000,SAMPLE-01127,20211103,1,영업/정상,01,영업/정상,,20211103,제주특별자치도 제주시 애월읍 374,제주특별자치도 제주시 표본로 107,[샘플]애월읍숙소1127,,12
1128,숙박업,03_11_00_P,6500000,SAMPLE-01128,20200909,3,폐업,01,폐업,20211028,20211028,제주특별자치도 서귀포시 표선면 1697,제주특별자치도 서귀포시 표본로 242,[샘플]표선면숙소1128,,10
1129,관광숙박업,03_11_00_P,6500000,SAMPLE-01129,20210626,3,폐업,01,폐업,20230719,20230719,제주특별자치도 서귀포시 안덕면 1156,제주특별자치도 서귀포시 표본로 167,[샘플]안덕면숙소1129,,8
1130,농어촌민박업,03_11_00_P,6500000,SAMPLE-01130,20210215,3,폐업,01,폐업,20250116,20250116,제주특별자치도 제주시 한림읍 1679,제주특별자치도 제주시 표본로 230,[샘플]한림읍숙소1130,,2
1131,농어촌민박업,03_11_00_P,6500000,SAMPLE-01131,20251108,1,영업/정상,01,영업/정상,,20251108,제주특별자치도 서귀포시 중문동 298,제주특별자치도 서귀포시 표본로 259,[샘플]중문동숙소1131,,2
1132,관광숙박업,03_11_00_P,6500000,SAMPLE-01132,20210325,3,폐업,01,폐업,20241124,20241124,제주특별자치도 제주시 연동 1399,제주특별자치도 제주시 표본로 32,[샘플]연동숙소1132,,6
1133,관광숙박업,03_11_00_P,6500000,SAMPLE-01133,20251127,3,영업/정상,01,휴업,,20251127,제주특별자치도 서귀포시 서홍동 976,제주특별자치도 서귀포시 표본로 35,[샘플]서홍동숙소1133,,7
1134,숙박업,03_11_00_P,6500000,SAMPLE-01134,20240408,1,영업/정상,01,영업/정상,,20240408,제주특별자치도 서귀포시 안덕면 1299,제주특별자치도 서귀포시 표본로 212,[샘플]안덕면숙소1134,,2
1135,농어촌민박업,03_11_00_P,6500000,SAMPLE-01135,20120616,1,영업/정상,01,영업/정상,,20120616,제주특별자치도 제주시 일도이동 6,제주특별자치도 제주시 표본로 167,[샘플]일도이동숙소1135,,7
1136,농어촌민박업,03_11_00_P,6500000,SAMPLE-01136,20161028,3,폐업,01,폐업,20260906,20260906,제주특별자치도 서귀포시 동홍동 612,제주특별자치도 서귀포시 표본로 40,[샘플]동홍동숙소1136,,8
1137,관광숙박업,03_11_00_P,6500000,SAMPLE-01137,20180823,1,영업/정상,01,영업/정상,,20180823,제주특별자치도 서귀포시 동홍동 1349,제주특별자치도 서귀포시 표본로 256,[샘플]동홍동숙소1137,,2
1138,농어촌민박업,03_11_00_P,6500000,SAMPLE-01138,20240116,1,영업/정상,01,영업/정상,,20240116,제주특별자치도 제주시 삼양동 1453,제주특별자치도 제주시 표본로 188,[샘플]삼양동숙소1138,,11
1139,농어촌민박업,03_11_00_P,6500000,SAMPLE-01139,20250507,3,폐업,01,폐업,20260408,20260408,제주특별자치도 제주시 이도이동 868,제주특별자치도 제주시 표본로 39,[샘플]이도이동숙소1139,,8
1140,숙박업,03_11_00_P,6500000,SAMPLE-01140,20220127,1,영업/정상,01,영업/정상,,20220127,제주특별자치도 서귀포시 중문동 658,제주특별자치도 서귀포시 표본로 184,[샘플]중문동숙소1140,,1
1141,농어촌민박업,03_11_00_P,6500000,SAMPLE-01141,20241013,1,영업/정상,01,영업/정상,,20241013,제주특별자치도 제주시 한경면 521,제주특별자치도 제주시 표본로 109,[샘플]한경면숙소1141,,12
1142,농어촌민박업,03_11_00_P,6500000,SAMPLE-01142,20150330,3,폐업,01,폐업,20240509,20240509,제주특별자치도 제주시 한경면 1928,제주특별자치도 제주시 표본로 15,[샘플]한경면숙소1142,,1
1143,숙박업,03_11_00_P,6500000,SAMPLE-01143,20241217,3,폐업,01,폐업,20251207,20251207,제주특별자치도 서귀포시 서홍동 1099,제주특별자치도 서귀포시 표본로 197,[샘플]서홍동숙소1143,,5
1144,농어촌민박업,03_11_00_P,6500000,SAMPLE-01144,20210311,1,영업/정상,01,영업/정상,,20210311,제주특별자치도 서귀포시 표선면 222,제주특별자치도 서귀포시 표본로 229,[샘플]표선면숙소1144,,3
1145,농어촌민박업,03_11_00_P,6500000,SAMPLE-01145,20210320,3,폐업,01,폐업,20230911,20230911,제주특별자치도 제주시 구좌읍 489,제주특별자치도 제주시 표본로 20,[샘플]구좌읍숙소1145,,9
1146,농어촌민박업,03_11_00_P,6500000,SAMPLE-01146,20201106,1,영업/정상,01,영업/정상,,20201106,제주특별자치도 제주시 한림읍 1152,제주특별자치도 제주시 표본로 259,[샘플]한림읍숙소1146,,7
1147,숙박업,03_11_00_P,6500000,SAMPLE-01147,20240501,1,영업/정상,01,영업/정상,,20240501,제주특별자치도 제주시 구좌읍 452,제주특별자치도 제주시 표본로 220,[샘플]구좌읍숙소1147,,5
1148,숙박업,03_11_00_P,6500000,SAMPLE-01148,20190616,3,폐업,01,폐업,20250109,20250109,제주특별자치도 제주시 노형동 1140,제주특별자치도 제주시 표본로 252,[샘플]노형동숙소1148,,1
1149,농어촌민박업,03_11_00_P,6500000,SAMPLE-01149,20230920,1,영업/정상,01,영업/정상,,20230920,제주특별자치도 제주시 구좌읍 1604,제주특별자치도 제주시 표본로 207,[샘플]구좌읍숙소1149,,11
1150,관광숙박업,03_11_00_P,6500000,SAMPLE-01150,20170126,1,영업/정상,01,영업/정상,,20170126,제주특별자치도 제주시 일도이동 456,제주특별자치도 제주시 표본로 211,[샘플]일도이동숙소1150,,9
1151,관광숙박업,03_11_00_P,6500000,SAMPLE-01151,20150921,1,영업/정상,01,영업/정상,,20150921,제주특별자치도 서귀포시 동홍동 6,제주특별자치도 서귀포시 표본로 297,[샘플]동홍동숙소1151,,5
1152,숙박업,03_11_00_P,6500000,SAMPLE-01152,20250306,1,영업/정상,01,영업/정상,,20250306,제주특별자치도 서귀포시 남원읍 1981,제주특별자치도 서귀포시 표본로 220,[샘플]남원읍숙소1152,,8
1153,숙박업,03_11_00_P,6500000,SAMPLE-01153,20170409,1,영업/정상,01,영업/정상,,20170409,제주특별자치도 서귀포시 성산읍 202,제주특별자치도 서귀포시 표본로 218,[샘플]성산읍숙소1153,,2
1154,숙박업,03_11_00_P,6500000,SAMPLE-01154,20231119,1,영업/정상,01,영업/정상,,20231119,제주특별자치도 제주시 조천읍 215,제주특별자치도 제주시 표본로 104,[샘플]조천읍숙소1154,,8
1155,숙박업,03_11_00_P,6500000,SAMPLE-01155,20150116,3,폐업,01,폐업,20190802,20190802,제주특별자치도 제주시 애월읍 1974,제주특별자치도 제주시 표본로 22,[샘플]애월읍숙소1155,,11
1156,농어촌민박업,03_11_00_P,6500000,SAMPLE-01156,20250604,3,폐업,01,폐업,20260402,20260402,제주특별자치도 서귀포시 표선면 1283,제주특별자치도 서귀포시 표본로 66,[샘플]표선면숙소1156,,12
1157,농어촌민박업,03_11_00_P,6500000,SAMPLE-01157,20210717,3,폐업,01,폐업,20230720,20230720,제주특별자치도 제주시 구좌읍 1374,제주특별자치도 제주시 표본로 30,[샘플]구좌읍숙소1157,,1
1158,농어촌민박업,03_11_00_P,6500000,SAMPLE-01158,20170725,3,폐업,01,폐업,20251230,20251230,제주특별자치도 제주시 이도이동 1023,제주특별자치도 제주시 표본로 25,[샘플]이도이동숙소1158,,6
1159,숙박업,03_11_00_P,6500000,SAMPLE-01159,20190109,3,폐업,01,폐업,20250501,20250501,제주특별자치도 제주시 한경면 930,제주특별자치도 제주시 표본로 198,[샘플]한경면숙소1159,,10
1160,숙박업,03_11_00_P,6500000,SAMPLE-01160,20231019,1,영업/정상,01,영업/정상,,20231019,제주특별자치도 제주시 연동 989,제주특별자치도 제주시 표본로 244,[샘플]연동숙소1160,,6
1161,농어촌민박업,03_11_00_P,6500000,SAMPLE-01161,20230815,1,영업/정상,01,영업/정상,,20230815,제주특별자치도 제주시 한경면 1680,제주특별자치도 제주시 표본로 31,[샘플]한경면숙소1161,,9
1162,농어촌민박업,03_11_00_P,6500000,SAMPLE-01162,20210730,1,영업/정상,01,영업/정상,,20210730,제주특별자치도 제주시 이도이동 1328,제주특별자치도 제주시 표본로 46,[샘플]이도이동숙소1162,,3
1163,숙박업,03_11_00_P,6500000,SAMPLE-01163,20240329,1,영업/정상,01,영업/정상,,20240329,제주특별자치도 제주시 연동 739,제주특별자치도 제주시 표본로 254,[샘플]연동숙소1163,,12
1164,관광숙박업,03_11_00_P,6500000,SAMPLE-01164,20171003,1,영업/정상,01,영업/정상,,20171003,제주특별자치도 제주시 조천읍 1984,제주특별자치도 제주시 표본로 124,[샘플]조천읍숙소1164,,7
1165,숙박업,03_11_00_P,6500000,SAMPLE-01165,20250214,3,폐업,01,폐업,20250910,20250910,제주특별자치도 서귀포시 중문동 1628,제주특별자치도 서귀포시 표본로 242,[샘플]중문동숙소1165,,6
1166,농어촌민박업,03_11_00_P,6500000,SAMPLE-01166,20250729,1,영업/정상,01,영업/정상,,20250729,제주특별자치도 제주시 삼양동 1649,제주특별자치도 제주시 표본로 8,[샘플]삼양동숙소1166,,5
1167,숙박업,03_11_00_P,6500000,SAMPLE-01167,20230115,1,영업/정상,01,영업/정상,,20230115,제주특별자치도 제주시 구좌읍 468,제주특별자치도 제주시 표본로 57,[샘플]구좌읍숙소1167,,3
1168,농어촌민박업,03_11_00_P,6500000,SAMPLE-01168,20220301,1,영업/정상,01,영업/정상,,20220301,제주특별자치도 서귀포시 안덕면 1618,제주특별자치도 서귀포시 표본로 166,[샘플]안덕면숙소1168,,5
1169,농어촌민박업,03_11_00_P,6500000,SAMPLE-01169,20220412,1,영업/정상,01,영업/정상,,20220412,제주특별자치도 제주시 연동 367,제주특별자치도 제주시 표본로 83,[샘플]연동숙소1169,,12
1170,농어촌민박업,03_11_00_P,6500000,SAMPLE-01170,20160502,3,폐업,01,폐업,20211125,20211125,제주특별자치도 제주시 이도이동 1558,제주특별자치도 제주시 표본로 167,[샘플]이도이동숙소1170,,6
1171,관광숙박업,03_11_00_P,6500000,SAMPLE-01171,20160119,3,폐업,01,폐업,20160812,20160812,제주특별자치도 제주시 일도이동 1815,제주특별자치도 제주시 표본로 247,[샘플]일도이동숙소1171,,11
1172,농어촌민박업,03_11_00_P,6500000,SAMPLE-01172,20180716,1,영업/정상,01,영업/정상,,20180716,제주특별자치도 제주시 삼양동 1750,제주특별자치도 제주시 표본로 126,[샘플]삼양동숙소1172,,3
1173,농어촌민박업,03_11_00_P,6500000,SAMPLE-01173,20250802,1,영업/정상,01,영업/정상,,20250802,제주특별자치도 제주시 조천읍 65,제주특별자치도 제주시 표본로 184,[샘플]조천읍숙소1173,,9
1174,농어촌민박업,03_11_00_P,6500000,SAMPLE-01174,20240307,1,영업/정상,01,영업/정상,,20240307,제주특별자치도 서귀포시 서홍동 1586,제주특별자치도 서귀포시 표본로 279,[샘플]서홍동숙소1174,,10
1175,농어촌민박업,03_11_00_P,6500000,SAMPLE-01175,20130504,3,폐업,01,폐업,20160729,20160729,제주특별자치도 제주시 조천읍 476,제주특별자치도 제주시 표본로 199,[샘플]조천읍숙소1175,,4
1176,농어촌민박업,03_11_00_P,6500000,SAMPLE-01176,20121112,3,폐업,01,폐업,20151215,20151215,제주특별자치도 서귀포시 성산읍 1563,제주특별자치도 서귀포시 표본로 1,[샘플]성산읍숙소1176,,3
